Region,Scenario,Quantity,FuelType,Unit,2017,2018,2025,2030,2035,2040
Central and South America,SPS,Electricity generation,Geothermal,TWh/y,,,7.13,11.13,16.81,23.32
Central and South America,SPS,Electricity generation,Solar PV,TWh/y,,,38.68,53.08,70.25,97.66
Central and South America,SPS,Electricity generation,CSP,TWh/y,,,0.45,2.28,4.88,7.71
Central and South America,SPS,Electricity generation,Marine,TWh/y,,,0,0,0,0
Central and South America,SPS,Capacity,Total capacity,GW,,,434,483,532,600
Central and South America,SPS,Capacity,Coal,GW,,,15,14,12,12
Central and South America,SPS,Capacity,Oil,GW,,,43,37,35,33
Central and South America,SPS,Capacity,Natural gas,GW,,,90,104,111,132
Central and South America,SPS,Capacity,Nuclear,GW,,,3,5,9,10
Central and South America,SPS,Capacity,Renewables,GW,,,282,323,363,410
Central and South America,SPS,Capacity,Hydro,GW,,,194,214,233,252
Central and South America,SPS,Capacity,Bioenergy,GW,,,23,25,27,30
Central and South America,SPS,Capacity,Wind,GW,,,37,47,55,63
Central and South America,SPS,Capacity,Geothermal,GW,,,1,2,3,4
Central and South America,SPS,Capacity,Solar PV,GW,,,26,34,44,60
Central and South America,SPS,Capacity,CSP,GW,,,0,1,2,2
Central and South America,SPS,Capacity,Marine,GW,,,0,0,0,0
Central and South America,SPS,CO2 Emissions,Total CO2,MtCO2/y,,,1206.16,1248.96,1308.39,1381.92
Central and South America,SPS,CO2 Emissions,Coal,MtCO2/y,,,127.8,123.42,119.99,126.46
Central and South America,SPS,CO2 Emissions,Oil,MtCO2/y,,,772.37,782.14,796.09,801.14
Central and South America,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,305.99,343.4,392.31,454.32
Central and South America,SPS,CO2 Emissions,Power sector,MtCO2/y,,,231.07,221.74,226.82,247.89
Central and South America,SPS,CO2 Emissions,Coal,MtCO2/y,,,63.66,53.48,44.6,45.5
Central and South America,SPS,CO2 Emissions,Oil,MtCO2/y,,,60.29,51.96,49.36,44.65
Central and South America,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,107.13,116.3,132.87,157.75
Central and South America,SPS,CO2 Emissions,Final consumption,MtCO2/y,,,877.75,922.74,970.24,1011.84
Central and South America,SPS,CO2 Emissions,Coal,MtCO2/y,,,59.22,64.83,70.11,75.54
Central and South America,SPS,CO2 Emissions,Oil,MtCO2/y,,,678.65,695.33,712.09,721.17
Central and South America,SPS,CO2 Emissions,Transport,MtCO2/y,,,476.15,490.12,504.91,512.75
Central and South America,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,139.89,162.58,188.05,215.13
Central and South America,SPS,CO2 Emissions,Industry,MtCO2/y,,,253.46,274.49,295.63,318.69
Central and South America,SPS,CO2 Emissions,Transport,MtCO2/y,,,491.02,508.68,529.15,543.06
Central and South America,SPS,CO2 Emissions,Buildings,MtCO2/y,,,98.08,103.28,108.5,113.17
Central and South America,SPS,Indicators,Population (million),million,,,551.293,570.293,585.701,597.755
Central and South America,SPS,Indicators,Share of World population,Percent,,,0.068,0.067,0.066,0.065
Central and South America,SPS,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",,,9113.182,10599.329,12362.481,14280.127
Central and South America,SPS,Indicators,Share of World GDP,Percent,,,0.053,0.052,0.051,0.051
Central and South America,SPS,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",,,16530.569,18585.747,21107.157,23889.603
Central and South America,SPS,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",,,4917.229,5718.554,6670.46,7705.386
Central and South America,SPS,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.08,0.074,0.068,0.064
Central and South America,SPS,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.062,0.057,0.053,0.049
Central and South America,SPS,Indicators,TPED per capita (toe),toe,,,1.318,1.368,1.442,1.528
China,SPS,Electricity generation,Total generation,TWh/y,,,9036.84,10177.48,11192,12071.45
China,SPS,Electricity generation,Coal,TWh/y,,,5144.63,5188.45,5119.59,4979.2
China,SPS,Electricity generation,Oil,TWh/y,,,5.97,4.82,4.11,2.55
China,SPS,Electricity generation,Natural gas,TWh/y,,,533.35,661.57,766.5,877.06
China,SPS,Electricity generation,Nuclear,TWh/y,,,456.55,635.76,828.19,968.92
China,SPS,Electricity generation,Renewables,TWh/y,,,2896.32,3686.89,4473.61,5243.72
China,SPS,Electricity generation,Hydro,TWh/y,,,1300.63,1414.92,1518.72,1607.16
China,SPS,Electricity generation,Bioenergy,TWh/y,,,217.01,274.93,325.6,381.51
China,SPS,Electricity generation,Wind,TWh/y,,,709.63,984.9,1289.71,1601.62
China,SPS,Electricity generation,Geothermal,TWh/y,,,0.87,2.74,6.33,12.49
China,SPS,Electricity generation,Solar PV,TWh/y,,,662.24,989.88,1299.53,1593.8
China,SPS,Electricity generation,CSP,TWh/y,,,5.92,18.93,32.47,45.19
China,SPS,Electricity generation,Marine,TWh/y,,,0.03,0.59,1.26,1.95
China,SPS,Capacity,Total capacity,GW,,,2634,3113,3531,3884
China,SPS,Capacity,Coal,GW,,,1084,1103,1099,1078
China,SPS,Capacity,Oil,GW,,,7,7,6,4
China,SPS,Capacity,Natural gas,GW,,,155,179,194,207
China,SPS,Capacity,Nuclear,GW,,,70,93,118,136
China,SPS,Capacity,Renewables,GW,,,1299,1698,2070,2403
China,SPS,Capacity,Hydro,GW,,,416,456,493,523
China,SPS,Capacity,Bioenergy,GW,,,40,49,57,66
China,SPS,Capacity,Wind,GW,,,333,447,560,664
China,SPS,Capacity,Geothermal,GW,,,0,0,1,2
China,SPS,Capacity,Solar PV,GW,,,507,739,949,1135
China,SPS,Capacity,CSP,GW,,,2,6,10,13
China,SPS,Capacity,Marine,GW,,,0,0,0,1
China,SPS,CO2 Emissions,Total CO2,MtCO2/y,,,10005.4,9950.13,9621.26,9229.04
China,SPS,CO2 Emissions,Coal,MtCO2/y,,,7617.67,7341.05,6934.74,6478.56
China,SPS,CO2 Emissions,Oil,MtCO2/y,,,1541.44,1613.4,1569.53,1526.25
China,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,846.29,995.68,1116.99,1224.23
China,SPS,CO2 Emissions,Power sector,MtCO2/y,,,5267.6,5309.95,5238.15,5091.11
China,SPS,CO2 Emissions,Coal,MtCO2/y,,,5024.74,5021.23,4913.34,4728.96
China,SPS,CO2 Emissions,Oil,MtCO2/y,,,20.21,18.63,17.23,14.97
China,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,222.65,270.09,307.58,347.19
China,SPS,CO2 Emissions,Final consumption,MtCO2/y,,,4405.48,4318.94,4080.16,3846.85
China,SPS,CO2 Emissions,Coal,MtCO2/y,,,2460.49,2198.85,1911.71,1650.44
China,SPS,CO2 Emissions,Oil,MtCO2/y,,,1422.76,1501.86,1457.78,1421.96
China,SPS,CO2 Emissions,Transport,MtCO2/y,,,1060.59,1160.69,1147.48,1143.35
China,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,522.23,618.23,710.67,774.46
China,SPS,CO2 Emissions,Industry,MtCO2/y,,,2596.41,2453.48,2280.95,2100.59
China,SPS,CO2 Emissions,Transport,MtCO2/y,,,1122.52,1226.57,1230.16,1242.87
China,SPS,CO2 Emissions,Buildings,MtCO2/y,,,544.78,500.09,435.27,375.36
China,SPS,Indicators,Population (million),million,,,1430.23,1436.77,1433.69,1421.96
China,SPS,Indicators,Share of World population,Percent,,,0.175,0.169,0.162,0.155
China,SPS,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",,,38020.2,47230,56396.7,65373
China,SPS,Indicators,Share of World GDP,Percent,,,0.219,0.229,0.234,0.234
China,SPS,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",,,26583.277,32872.346,39336.746,45973.867
China,SPS,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",,,20297,25157.3,29985,34704.6
China,SPS,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.095,0.081,0.069,0.061
China,SPS,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.062,0.053,0.046,0.04
China,SPS,Indicators,TPED per capita (toe),toe,,,2.53,2.648,2.724,2.793
Developing,SPS,Electricity generation,Total generation,TWh/y,,,19045.85,22044.51,25174.85,28361.23
Developing,SPS,Electricity generation,Coal,TWh/y,,,8206.61,8619.41,8869.2,8994.92
Developing,SPS,Electricity generation,Oil,TWh/y,,,614.9,542.77,495.99,450.69
Developing,SPS,Electricity generation,Natural gas,TWh/y,,,3549.99,4150.12,4745.14,5402.02
Developing,SPS,Electricity generation,Nuclear,TWh/y,,,935.93,1233.24,1567.14,1808.63
Developing,SPS,Electricity generation,Renewables,TWh/y,,,5736.39,7496.96,9495.35,11702.95
Developing,SPS,Electricity generation,Hydro,TWh/y,,,3151.82,3588.28,3973.87,4344.11
Developing,SPS,Electricity generation,Bioenergy,TWh/y,,,444.01,571.96,707.6,863.91
Developing,SPS,Electricity generation,Wind,TWh/y,,,1066.37,1578.48,2170.23,2778.46
Developing,SPS,Electricity generation,Geothermal,TWh/y,,,54.59,96.11,144.2,195.57
Developing,SPS,Electricity generation,Solar PV,TWh/y,,,1004.19,1615.4,2406.08,3370.67
Developing,SPS,Electricity generation,CSP,TWh/y,,,15.34,45.97,91.62,147.49
Developing,SPS,Electricity generation,Marine,TWh/y,,,0.07,0.77,1.74,2.74
Developing,SPS,Capacity,Total capacity,GW,,,5367,6383,7524,8730
Developing,SPS,Capacity,Coal,GW,,,1662,1728,1796,1857
Developing,SPS,Capacity,Oil,GW,,,239,218,205,188
Developing,SPS,Capacity,Natural gas,GW,,,1032,1153,1272,1415
Developing,SPS,Capacity,Nuclear,GW,,,140,182,226,255
Developing,SPS,Capacity,Renewables,GW,,,2255,3020,3878,4796
Developing,SPS,Capacity,Hydro,GW,,,923,1046,1156,1262
Developing,SPS,Capacity,Bioenergy,GW,,,96,119,142,167
Developing,SPS,Capacity,Wind,GW,,,483,686,904,1106
Developing,SPS,Capacity,Geothermal,GW,,,9,15,22,29
Developing,SPS,Capacity,Solar PV,GW,,,739,1138,1624,2185
Developing,SPS,Capacity,CSP,GW,,,6,16,30,46
Developing,SPS,Capacity,Marine,GW,,,0,0,1,1
Developing,SPS,CO2 Emissions,Total CO2,MtCO2/y,,,22329.52,23464.2,24359.09,25084.41
Developing,SPS,CO2 Emissions,Coal,MtCO2/y,,,11963.91,12178.86,12231.77,12186.44
Developing,SPS,CO2 Emissions,Oil,MtCO2/y,,,6021.02,6385.79,6637.56,6841.7
Developing,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,4344.59,4899.55,5489.75,6056.26
Developing,SPS,CO2 Emissions,Power sector,MtCO2/y,,,10328.01,10728.48,11019.01,11202.16
Developing,SPS,CO2 Emissions,Coal,MtCO2/y,,,7961.17,8250.6,8375.66,8373.23
Developing,SPS,CO2 Emissions,Oil,MtCO2/y,,,538.16,465.97,421.53,384.6
Developing,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,1828.68,2011.91,2221.82,2444.33
Developing,SPS,CO2 Emissions,Final consumption,MtCO2/y,,,11037.98,11751.33,12328.67,12827.67
Developing,SPS,CO2 Emissions,Coal,MtCO2/y,,,3817.34,3768.57,3706.31,3667.85
Developing,SPS,CO2 Emissions,Oil,MtCO2/y,,,5191.28,5621.97,5910.15,6149.73
Developing,SPS,CO2 Emissions,Transport,MtCO2/y,,,3706,4099.95,4365.8,4580.12
Developing,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,2029.36,2360.8,2712.21,3010.1
Developing,SPS,CO2 Emissions,Industry,MtCO2/y,,,5142,5380.04,5606.6,5828.03
Developing,SPS,CO2 Emissions,Transport,MtCO2/y,,,3938.33,4353.18,4663.41,4924.85
Developing,SPS,CO2 Emissions,Buildings,MtCO2/y,,,1640.64,1695.9,1736.42,1754.7
Developing,SPS,Indicators,Population (million),million,,,6790.529,7138.147,7463.311,7765.653
Developing,SPS,Indicators,Share of World population,Percent,,,0.833,0.838,0.842,0.847
Developing,SPS,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",,,105112.59,131358.18,160270.72,190968.2
Developing,SPS,Indicators,Share of World GDP,Percent,,,0.607,0.638,0.664,0.683
Developing,SPS,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",,,15479.293,18402.28,21474.48,24591.388
Developing,SPS,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",,,44122.804,54597.387,65970.743,77899.27
Developing,SPS,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.092,0.08,0.07,0.063
Developing,SPS,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.063,0.055,0.049,0.044
Developing,SPS,Indicators,TPED per capita (toe),toe,,,1.423,1.472,1.513,1.547
Eurasia,SPS,Electricity generation,Total generation,TWh/y,,,1490.02,1564.75,1642.6,1746.65
Eurasia,SPS,Electricity generation,Coal,TWh/y,,,279.4,247.76,230.46,222.49
Eurasia,SPS,Electricity generation,Oil,TWh/y,,,3.33,1.71,0.94,0.66
Eurasia,SPS,Electricity generation,Natural gas,TWh/y,,,726.14,777.72,789.04,830.66
Eurasia,SPS,Electricity generation,Nuclear,TWh/y,,,198.01,213.22,242.8,252.9
Eurasia,SPS,Electricity generation,Renewables,TWh/y,,,283.14,324.33,379.36,439.94
Eurasia,SPS,Electricity generation,Hydro,TWh/y,,,268.8,285.53,303.02,318.09
Eurasia,SPS,Electricity generation,Bioenergy,TWh/y,,,3.71,8.59,18.51,33.74
Eurasia,SPS,Electricity generation,Wind,TWh/y,,,6.74,20.38,40.71,62.15
Eurasia,SPS,Electricity generation,Geothermal,TWh/y,,,1.02,6.15,12.63,20.3
Eurasia,SPS,Electricity generation,Solar PV,TWh/y,,,2.87,3.67,4.48,5.66
Eurasia,SPS,Electricity generation,CSP,TWh/y,,,0,0,0,0
Eurasia,SPS,Electricity generation,Marine,TWh/y,,,0,0,0,0
Eurasia,SPS,Capacity,Total capacity,GW,,,355,364,380,407
Eurasia,SPS,Capacity,Coal,GW,,,61,52,49,46
Eurasia,SPS,Capacity,Oil,GW,,,6,3,1,1
Eurasia,SPS,Capacity,Natural gas,GW,,,176,180,180,192
Eurasia,SPS,Capacity,Nuclear,GW,,,29,32,35,35
Eurasia,SPS,Capacity,Renewables,GW,,,84,97,113,130
Eurasia,SPS,Capacity,Hydro,GW,,,76,81,85,89
Eurasia,SPS,Capacity,Bioenergy,GW,,,2,3,5,8
Eurasia,SPS,Capacity,Wind,GW,,,3,9,17,25
Eurasia,SPS,Capacity,Geothermal,GW,,,0,1,2,3
Eurasia,SPS,Capacity,Solar PV,GW,,,3,3,4,5
Eurasia,SPS,Capacity,CSP,GW,,,0,0,0,0
Eurasia,SPS,Capacity,Marine,GW,,,0,0,0,0
Eurasia,SPS,CO2 Emissions,Total CO2,MtCO2/y,,,2090.16,2075.75,2063.73,2087.67
Eurasia,SPS,CO2 Emissions,Coal,MtCO2/y,,,562.66,528.91,507.51,500.01
Eurasia,SPS,CO2 Emissions,Oil,MtCO2/y,,,445.81,448.26,440.19,436.21
Eurasia,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,1081.69,1098.58,1116.03,1151.45
Eurasia,SPS,CO2 Emissions,Power sector,MtCO2/y,,,931.52,893.37,869.01,872.84
Eurasia,SPS,CO2 Emissions,Coal,MtCO2/y,,,356.63,321.55,297.72,286.1
Eurasia,SPS,CO2 Emissions,Oil,MtCO2/y,,,19.41,17.69,16.06,15.47
Eurasia,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,555.48,554.13,555.23,571.28
Eurasia,SPS,CO2 Emissions,Final consumption,MtCO2/y,,,1011.7,1028.06,1036.34,1048.43
Eurasia,SPS,CO2 Emissions,Coal,MtCO2/y,,,201.35,202.64,204.98,209.03
Eurasia,SPS,CO2 Emissions,Oil,MtCO2/y,,,390.36,396.07,391.75,388.38
Eurasia,SPS,CO2 Emissions,Transport,MtCO2/y,,,244.59,253.6,254.93,258.01
Eurasia,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,420,429.35,439.6,451.03
Eurasia,SPS,CO2 Emissions,Industry,MtCO2/y,,,363.49,370.75,377.96,386.67
Eurasia,SPS,CO2 Emissions,Transport,MtCO2/y,,,335.2,348.46,355.32,363.74
Eurasia,SPS,CO2 Emissions,Buildings,MtCO2/y,,,295.37,293.25,289.59,286.63
Eurasia,SPS,Indicators,Population (million),million,,,241.128,243.975,246.205,248.539
Eurasia,SPS,Indicators,Share of World population,Percent,,,0.03,0.029,0.028,0.027
Eurasia,SPS,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",,,6320.05,7138.27,8027.48,8929.48
Eurasia,SPS,Indicators,Share of World GDP,Percent,,,0.036,0.035,0.033,0.032
Eurasia,SPS,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",,,26210.353,29258.203,32604.862,35927.882
Eurasia,SPS,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",,,2294.354,2578.872,2888.839,3201.599
Eurasia,SPS,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.153,0.137,0.125,0.116
Eurasia,SPS,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.103,0.094,0.085,0.079
Eurasia,SPS,Indicators,TPED per capita (toe),toe,,,4.004,4.015,4.062,4.149
Europe,SPS,Electricity generation,Total generation,TWh/y,,,4345.14,4477.89,4640.49,4839.82
Europe,SPS,Electricity generation,Coal,TWh/y,,,543.71,432.48,338.4,319.16
Europe,SPS,Electricity generation,Oil,TWh/y,,,30.66,22.02,18.7,13.34
Europe,SPS,Electricity generation,Natural gas,TWh/y,,,901.67,847.54,851.53,802.05
Europe,SPS,Electricity generation,Nuclear,TWh/y,,,821.63,787.75,716.95,734.39
Europe,SPS,Electricity generation,Renewables,TWh/y,,,2043.44,2384.06,2710.88,2966.85
Europe,SPS,Electricity generation,Hydro,TWh/y,,,712.79,742.98,761.06,776.19
Europe,SPS,Electricity generation,Bioenergy,TWh/y,,,280.03,300.2,326.23,347.56
Europe,SPS,Electricity generation,Wind,TWh/y,,,742.1,968.13,1189.13,1357.03
Europe,SPS,Electricity generation,Geothermal,TWh/y,,,28.25,32.77,36.52,40.04
Europe,SPS,Electricity generation,Solar PV,TWh/y,,,272.73,324.62,367.66,393.84
Europe,SPS,Electricity generation,CSP,TWh/y,,,6.76,11.36,17.75,24.89
Europe,SPS,Electricity generation,Marine,TWh/y,,,0.79,3.99,12.52,27.31
Europe,SPS,Capacity,Total capacity,GW,,,1484,1579,1678,1753
Europe,SPS,Capacity,Coal,GW,,,145,112,88,84
Europe,SPS,Capacity,Oil,GW,,,31,23,19,14
Europe,SPS,Capacity,Natural gas,GW,,,307,323,356,365
Europe,SPS,Capacity,Nuclear,GW,,,125,118,108,111
Europe,SPS,Capacity,Renewables,GW,,,867,986,1077,1137
Europe,SPS,Capacity,Hydro,GW,,,259,269,274,278
Europe,SPS,Capacity,Bioenergy,GW,,,58,61,65,67
Europe,SPS,Capacity,Wind,GW,,,299,356,402,429
Europe,SPS,Capacity,Geothermal,GW,,,4,4,5,5
Europe,SPS,Capacity,Solar PV,GW,,,243,290,320,336
Europe,SPS,Capacity,CSP,GW,,,3,4,6,8
Europe,SPS,Capacity,Marine,GW,,,0,2,6,12
Europe,SPS,CO2 Emissions,Total CO2,MtCO2/y,,,3408.33,3046.74,2702.55,2486.65
Europe,SPS,CO2 Emissions,Coal,MtCO2/y,,,823.53,678.26,551.22,503.96
Europe,SPS,CO2 Emissions,Oil,MtCO2/y,,,1443.38,1281.51,1095.37,969.96
Europe,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,1141.42,1086.96,1055.97,1012.73
Europe,SPS,CO2 Emissions,Power sector,MtCO2/y,,,1015.17,860.56,749.53,691.19
Europe,SPS,CO2 Emissions,Coal,MtCO2/y,,,570.27,443.7,334.89,298.79
Europe,SPS,CO2 Emissions,Oil,MtCO2/y,,,28.64,20.58,17.41,13.18
Europe,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,416.26,396.28,397.23,379.23
Europe,SPS,CO2 Emissions,Final consumption,MtCO2/y,,,2208.59,2023.06,1805.18,1653.3
Europe,SPS,CO2 Emissions,Coal,MtCO2/y,,,212.95,194.98,177.88,167.71
Europe,SPS,CO2 Emissions,Oil,MtCO2/y,,,1329.78,1188.1,1014.46,897.43
Europe,SPS,CO2 Emissions,Transport,MtCO2/y,,,1047.37,953,823.21,732.23
Europe,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,665.86,639.98,612.85,588.16
Europe,SPS,CO2 Emissions,Industry,MtCO2/y,,,497.08,480.24,462.55,448.65
Europe,SPS,CO2 Emissions,Transport,MtCO2/y,,,1061.39,967.39,841.18,753.92
Europe,SPS,CO2 Emissions,Buildings,MtCO2/y,,,581.24,510.59,441.03,394.58
Europe,SPS,Indicators,Population (million),million,,,697.356,697.799,697.21,694.996
Europe,SPS,Indicators,Share of World population,Percent,,,0.086,0.082,0.079,0.076
Europe,SPS,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",,,29919.67,32538.11,35156.49,37942.99
Europe,SPS,Indicators,Share of World GDP,Percent,,,0.173,0.158,0.146,0.136
Europe,SPS,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",,,42904.424,46629.658,50424.542,54594.584
Europe,SPS,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",,,23923.193,25885.11,27842.622,29941.675
Europe,SPS,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.064,0.057,0.05,0.045
Europe,SPS,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.047,0.042,0.038,0.034
Europe,SPS,Indicators,TPED per capita (toe),toe,,,2.766,2.648,2.526,2.478
India,SPS,Electricity generation,Total generation,TWh/y,,,2337.7,3017.74,3780.41,4581.08
India,SPS,Electricity generation,Coal,TWh/y,,,1557.53,1861.24,2036.48,2132.89
India,SPS,Electricity generation,Oil,TWh/y,,,25.2,23.77,18.44,15.95
India,SPS,Electricity generation,Natural gas,TWh/y,,,94.15,105.45,143.18,163.67
India,SPS,Electricity generation,Nuclear,TWh/y,,,68.49,110.83,170.33,223.67
India,SPS,Electricity generation,Renewables,TWh/y,,,592.33,916.45,1411.98,2044.9
India,SPS,Electricity generation,Hydro,TWh/y,,,186.96,241.07,286.36,328.44
India,SPS,Electricity generation,Bioenergy,TWh/y,,,80.59,93.41,107.46,122.93
India,SPS,Electricity generation,Wind,TWh/y,,,145.84,250.18,398.81,524.71
India,SPS,Electricity generation,Geothermal,TWh/y,,,0.12,0.54,0.98,1.46
India,SPS,Electricity generation,Solar PV,TWh/y,,,177.77,327.84,610.61,1052.84
India,SPS,Electricity generation,CSP,TWh/y,,,1.05,3.26,7.32,13.78
India,SPS,Electricity generation,Marine,TWh/y,,,0,0.14,0.44,0.75
India,SPS,Capacity,Total capacity,GW,,,604,823,1168,1585
India,SPS,Capacity,Coal,GW,,,269,307,360,414
India,SPS,Capacity,Oil,GW,,,10,10,8,7
India,SPS,Capacity,Natural gas,GW,,,30,31,36,39
India,SPS,Capacity,Nuclear,GW,,,9,16,25,31
India,SPS,Capacity,Renewables,GW,,,273,425,666,975
India,SPS,Capacity,Hydro,GW,,,64,80,94,106
India,SPS,Capacity,Bioenergy,GW,,,16,18,21,23
India,SPS,Capacity,Wind,GW,,,76,119,176,219
India,SPS,Capacity,Geothermal,GW,,,0,0,0,0
India,SPS,Capacity,Solar PV,GW,,,118,207,373,622
India,SPS,Capacity,CSP,GW,,,0,1,3,5
India,SPS,Capacity,Marine,GW,,,0,0,0,0
India,SPS,CO2 Emissions,Total CO2,MtCO2/y,,,3011.35,3620.82,4119.95,4500.14
India,SPS,CO2 Emissions,Coal,MtCO2/y,,,2079.12,2517.43,2845.77,3092.29
India,SPS,CO2 Emissions,Oil,MtCO2/y,,,747.98,868.92,975.27,1055.6
India,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,184.25,234.48,298.91,352.25
India,SPS,CO2 Emissions,Power sector,MtCO2/y,,,1459.2,1722,1868.45,1935
India,SPS,CO2 Emissions,Coal,MtCO2/y,,,1390.58,1650.92,1788.95,1852.54
India,SPS,CO2 Emissions,Oil,MtCO2/y,,,25.32,23.49,18,15.38
India,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,43.29,47.59,61.5,67.09
India,SPS,CO2 Emissions,Final consumption,MtCO2/y,,,1513.44,1854.25,2200.76,2508.56
India,SPS,CO2 Emissions,Coal,MtCO2/y,,,682.96,858.84,1046.98,1228.13
India,SPS,CO2 Emissions,Oil,MtCO2/y,,,693.1,812.71,921.43,1001.08
India,SPS,CO2 Emissions,Transport,MtCO2/y,,,428.58,525.98,621.2,693.06
India,SPS,CO2 Emissions,Natural gas,MtCO2/y,,,137.38,182.69,232.35,279.35
India,SPS,CO2 Emissions,Industry,MtCO2/y,,,859.24,1088.78,1327.92,1555.1
India,SPS,CO2 Emissions,Transport,MtCO2/y,,,442.9,543.12,642.94,721.35
India,SPS,CO2 Emissions,Buildings,MtCO2/y,,,165.38,173.03,179.48,181.79
India,SPS,Indicators,Population (million),million,,,1445.55,1504.21,1554.31,1593.29
India,SPS,Indicators,Share of World population,Percent,,,0.177,0.176,0.175,0.174
India,SPS,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",,,17822,24581.4,32359.1,40905
India,SPS,Indicators,Share of World GDP,Percent,,,0.103,0.119,0.134,0.146
India,SPS,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",,,12328.871,16341.734,20818.949,25673.292
India,SPS,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",,,4608.91,6356.93,8368.29,10578.3
India,SPS,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.067,0.058,0.051,0.045
India,SPS,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.046,0.039,0.035,0.031
India,SPS,Indicators,TPED per capita (toe),toe,,,0.826,0.949,1.06,1.156
Japan,SPS,Electricity generation,Total generation,TWh/y,,,1050.22,1052.98,1057.31,1062.05
Japan,SPS,Electricity generation,Coal,TWh/y,,,283.55,243.98,230.26,218.34
Japan,SPS,Electricity generation,Oil,TWh/y,,,40.33,27.21,16.15,7.53
Japan,SPS,Electricity generation,Natural gas,TWh/y,,,330.96,268.04,261.78,250.89
Japan,SPS,Electricity generation,Nuclear,TWh/y,,,120,210,211.94,218.54
Japan,SPS,Electricity generation,Renewables,TWh/y,,,254.97,283.34,316.77,346.34
Japan,SPS,Electricity generation,Hydro,TWh/y,,,90.58,92.79,95.09,97.24
Japan,SPS,Electricity generation,Bioenergy,TWh/y,,,54.46,60.62,66.5,70.67
Japan,SPS,Electricity generation,Wind,TWh/y,,,18.64,31.34,43.14,52.71
Japan,SPS,Electricity generation,Geothermal,TWh/y,,,2.94,2.98,4.82,6.62
Japan,SPS,Electricity generation,Solar PV,TWh/y,,,88.2,95.22,105.42,113.28
Japan,SPS,Electricity generation,CSP,TWh/y,,,0,0,0,0
Japan,SPS,Electricity generation,Marine,TWh/y,,,0.15,0.4,1.81,5.83
Japan,SPS,Capacity,Total capacity,GW,,,356,364,370,375
Japan,SPS,Capacity,Coal,GW,,,49,48,45,42
Japan,SPS,Capacity,Oil,GW,,,29,18,11,5
Japan,SPS,Capacity,Natural gas,GW,,,82,82,83,78
Japan,SPS,Capacity,Nuclear,GW,,,34,30,27,28
Japan,SPS,Capacity,Renewables,GW,,,161,182,201,216
Japan,SPS,Capacity,Hydro,GW,,,51,52,52,52
Japan,SPS,Capacity,Bioenergy,GW,,,10,12,13,14
